year;trial;climate;genotype;Ptot_>20;Ptot_20-25;Ptot_>25;Ptot_25-30;Ptot_>30;Ptot_<5;P300_>20;P300_20-25;P300_>25;P300_25-30;P300_>30;P300_<5;P600_>20;P600_20-25;P600_>25;P600_25-30;P600_>30;P600_<5;P1000_>20;P1000_20-25;P1000_>25;P1000_25-30;P1000_>30;P1000_<5;Pharv_>20;Pharv_20-25;Pharv_>25;Pharv_25-30;Pharvt_>30;harvest_<5;seed_yield;seed_nb;PMG;lipids;proteins
2011;LR11;océanique;Aviso;40;34;6;4;2;3;10;10;0;0;0;3;14;13;1;1;0;0;10;8;2;2;0;0;7;4;3;1;2;0;40.4;95386;4.23;51.4;16.4
2011;LR11;océanique;Aviso;40;34;6;4;2;3;10;10;0;0;0;3;14;13;1;1;0;0;10;8;2;2;0;0;7;4;3;1;2;0;37.8;84953;4.45;50.8;17.9
2011;LR11;océanique;Aviso;40;34;6;4;2;3;10;10;0;0;0;3;14;13;1;1;0;0;10;8;2;2;0;0;7;4;3;1;2;0;41;92816;4.42;51.1;17.7
2011;LR11;océanique;Montego;40;34;6;4;2;3;7;7;0;0;0;3;15;14;1;1;0;0;12;10;2;2;0;0;8;5;3;1;2;0;55.1;140813;3.91;51.8;17.1
2011;LR11;océanique;Montego;40;34;6;4;2;3;7;7;0;0;0;3;15;14;1;1;0;0;12;10;2;2;0;0;8;5;3;1;2;0;39.1;96437;4.05;52.1;16.7
2011;LR11;océanique;Montego;40;34;6;4;2;3;7;7;0;0;0;3;15;14;1;1;0;0;12;10;2;2;0;0;8;5;3;1;2;0;43.4;101070;4.29;51.7;17.4
2011;MD11;méditerranéen;Aviso;51;34;17;16;1;3;8;4;4;4;0;2;16;16;0;0;0;1;19;8;11;10;1;0;10;7;3;2;1;0;25.6;84213;3.04;42.29;23.54
2011;MD11;méditerranéen;Aviso;51;34;17;16;1;3;8;4;4;4;0;2;16;16;0;0;0;1;19;8;11;10;1;0;10;7;3;2;1;0;27;93070;2.9;41.79;23.83
2011;MD11;méditerranéen;Aviso;51;34;17;16;1;3;8;4;4;4;0;2;16;16;0;0;0;1;19;8;11;10;1;0;10;7;3;2;1;0;28.5;113687;2.51;40.64;24.6
2011;MD11;méditerranéen;Aviso;51;34;17;16;1;3;8;4;4;4;0;2;16;16;0;0;0;1;19;8;11;10;1;0;10;7;3;2;1;0;26.4;87849;3;41.96;23.17
2011;MD11;méditerranéen;Aviso;51;34;17;16;1;3;8;4;4;4;0;2;16;16;0;0;0;1;19;8;11;10;1;0;10;7;3;2;1;0;28.1;97586;2.87;42.01;22.94
2011;MD11;méditerranéen;Aviso;51;34;17;16;1;3;8;4;4;4;0;2;16;16;0;0;0;1;19;8;11;10;1;0;10;7;3;2;1;0;25.3;83573;3.03;42.77;22.99
2011;MD11;méditerranéen;Montego;51;34;17;16;1;5;7;3;4;4;0;3;15;15;0;0;0;2;19;10;9;9;0;0;12;7;5;4;1;0;29.3;104919;2.79;43.5;22.69
2011;MD11;méditerranéen;Montego;51;34;17;16;1;5;7;3;4;4;0;3;15;15;0;0;0;2;19;10;9;9;0;0;12;7;5;4;1;0;31.2;108616;2.87;42.27;24.07
2011;MD11;méditerranéen;Montego;51;34;17;16;1;5;7;3;4;4;0;3;15;15;0;0;0;2;19;10;9;9;0;0;12;7;5;4;1;0;34.1;123339;2.77;44.15;22.04
2011;MD11;méditerranéen;Montego;51;34;17;16;1;5;7;3;4;4;0;3;15;15;0;0;0;2;19;10;9;9;0;0;12;7;5;4;1;0;26.2;100106;2.61;41.43;25.23
2011;MD11;méditerranéen;Montego;51;34;17;16;1;5;7;3;4;4;0;3;15;15;0;0;0;2;19;10;9;9;0;0;12;7;5;4;1;0;33.8;126098;2.68;44.05;22.07
2011;MD11;méditerranéen;Montego;51;34;17;16;1;5;7;3;4;4;0;3;15;15;0;0;0;2;19;10;9;9;0;0;12;7;5;4;1;0;34.9;131367;2.66;43.34;21.99
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;31.22;67847.45;4.6;46.91;21.4
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;34.98;69128.9;5.06;46.64;21.31
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;32.34;68153.56;4.75;46.26;21.62
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;26.94;55531.4;4.85;44.89;22.08
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;31.6;64856.41;4.87;45.55;21.7
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;25.16;56952.76;4.42;44.79;21.71
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;28.35;58876.61;4.82;45.17;22.84
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;31.91;69399.33;4.6;45.01;22.43
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;26.28;55541.4;4.73;44.91;22.84
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;32.78;76421.28;4.29;42.71;23.17
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;32.83;70234.5;4.67;44.34;23.07
2012;LR12;océanique;Aviso;23;19;4;4;0;16;1;1;0;0;0;16;5;4;1;1;0;0;10;8;2;2;0;0;10;8;2;2;0;0;26.26;59359.76;4.42;42.8;24.25
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;40.12;95067.14;4.22;47.16;21.71
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;43.02;96205.64;4.47;49.68;20.15
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;39.58;90141.78;4.39;49.54;20.64
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;33.35;76851.13;4.34;47.63;22.12
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;34.62;81840.22;4.23;49.15;20.31
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;33.99;74565.74;4.56;49.76;20.01
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;34.46;81925.19;4.21;47.86;21.82
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;29.27;66568.32;4.4;46.68;22.48
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;45.16;103089.87;4.38;47.93;21.25
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;35.49;83178.84;4.27;47.97;21.29
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;35.33;84373.37;4.19;46.82;22.74
2012;LR12;océanique;Montego;28;24;4;4;0;18;5;5;0;0;0;18;2;2;0;0;0;0;11;9;2;2;0;0;10;8;2;2;0;0;32.9;63619.97;5.17;46.11;22.82
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;29.17;55434.18;5.26;49.23;18.5
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;31.46;58085.01;5.42;47.23;20.01
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;33.99;63651.76;5.34;47.71;20.52
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;31.92;57438.91;5.56;48.38;19.29
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;33.92;63201.48;5.37;48.82;19.33
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;32.65;60579.25;5.39;47.15;19.83
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;30.84;62286.49;4.95;48.06;18.87
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;34.1;64338.34;5.3;48.08;19.62
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;33.46;62343.64;5.37;47.06;20.88
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;29.84;55241.58;5.4;46.65;20.69
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;33.34;62237.66;5.36;48.55;19.38
2013;LR13;océanique;Aviso;29;19;10;8;2;8;6;6;0;0;0;7;1;1;0;0;0;1;8;6;2;2;0;0;16;8;8;6;2;0;30.86;67559.34;4.57;49.72;18.35
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;36.71;86886.53;4.23;50.53;18.39
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;33.88;79019.61;4.29;51.39;18.55
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;33.51;76857.78;4.36;50.8;18.5
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;35.49;80474.21;4.41;50.53;19.09
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;31;68382.61;4.53;48.66;20.84
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;36.67;82853.57;4.43;50.58;18.64
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;37.88;87149.48;4.35;50.6;19.05
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;35.22;83195.95;4.23;50.19;18.53
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;37.45;86172.67;4.35;50.48;19.35
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;35;81681.59;4.28;49.92;19.4
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;41.57;95678.69;4.34;50.32;19.63
2013;LR13;océanique;Montego;29;19;10;8;2;18;4;4;0;0;0;16;2;2;0;0;0;2;6;4;2;2;0;0;17;9;8;6;2;0;27.48;69542.15;3.95;51.2;19.01
2014;CH14;océanique dégradé;Aviso;32;21;11;11;0;10;2;2;0;0;0;9;3;3;0;0;0;1;12;6;6;6;0;0;17;11;6;6;0;0;26.27;59702;4.4;48.4;18.6
2014;CH14;océanique dégradé;Aviso;32;21;11;11;0;10;2;2;0;0;0;9;3;3;0;0;0;1;12;6;6;6;0;0;17;11;6;6;0;0;32.7;66736;4.9;48.6;18.8
2014;CH14;océanique dégradé;Montego;32;21;11;11;0;17;2;2;0;0;0;14;1;1;0;0;0;4;10;6;4;4;0;0;20;12;8;8;0;0;28.6;66511;4.3;50.9;17.7
2014;CH14;océanique dégradé;Montego;32;21;11;11;0;17;2;2;0;0;0;14;1;1;0;0;0;4;10;6;4;4;0;0;20;12;8;8;0;0;30.12;68452;4.4;49.8;18.3
2014;PRE14;océanique;Aviso;42;32;10;9;1;4;1;1;0;0;0;4;4;4;0;0;0;0;9;8;1;1;0;0;28;19;9;8;1;0;25.57;54414;4.7;50.2;20.9
2014;PRE14;océanique;Aviso;42;32;10;9;1;4;1;1;0;0;0;4;4;4;0;0;0;0;9;8;1;1;0;0;28;19;9;8;1;0;21.13;45935;4.6;49.3;21.3
2014;PRE14;océanique;Montego;42;32;10;9;1;4;1;1;0;0;0;4;4;4;0;0;0;0;10;9;1;1;0;0;28;19;9;8;1;0;27.8;NA;NA;NA;NA
2014;PRE14;océanique;Montego;42;32;10;9;1;4;1;1;0;0;0;4;4;4;0;0;0;0;10;9;1;1;0;0;28;19;9;8;1;0;23.03;56178;4.1;49.5;21.9
2014;VER14;océanique;Aviso;30;24;6;5;1;8;1;1;0;0;0;7;3;3;0;0;0;1;8;6;2;2;0;0;18;14;4;3;1;0;34.87;72656;4.8;46.5;14.4
2014;VER14;océanique;Aviso;30;24;6;5;1;8;1;1;0;0;0;7;3;3;0;0;0;1;8;6;2;2;0;0;18;14;4;3;1;0;32.86;69911;4.7;46.5;14.2
2014;VER14;océanique;Montego;31;25;6;5;1;8;2;2;0;0;0;7;3;3;0;0;0;1;8;6;2;2;0;0;18;14;4;3;1;0;36.69;85328;4.3;47;14.1
2014;VER14;océanique;Montego;31;25;6;5;1;8;2;2;0;0;0;7;3;3;0;0;0;1;8;6;2;2;0;0;18;14;4;3;1;0;38.21;84917;4.5;47.2;14
2015;LR15;océanique;Aviso;29;20;9;8;1;6;6;5;1;1;0;6;2;2;0;0;0;0;9;8;1;1;0;0;13;6;7;6;1;0;30.74;60637.66;5.07;49.6;17.7
2015;LR15;océanique;Aviso;29;20;9;8;1;6;6;5;1;1;0;6;2;2;0;0;0;0;9;8;1;1;0;0;13;6;7;6;1;0;28.73;55979.77;5.13;47.7;19.2
2015;LR15;océanique;Aviso;29;20;9;8;1;6;6;5;1;1;0;6;2;2;0;0;0;0;9;8;1;1;0;0;13;6;7;6;1;0;34.6;70585.9;4.9;48.9;18.5
2015;LR15;océanique;Aviso;29;20;9;8;1;6;6;5;1;1;0;6;2;2;0;0;0;0;9;8;1;1;0;0;13;6;7;6;1;0;37.08;71039.16;5.22;49.4;18.9
2015;LR15;océanique;Aviso;29;20;9;8;1;6;6;5;1;1;0;6;2;2;0;0;0;0;9;8;1;1;0;0;13;6;7;6;1;0;28.26;57781.11;4.89;50.6;17.2
2015;LR15;océanique;Aviso;29;20;9;8;1;6;6;5;1;1;0;6;2;2;0;0;0;0;9;8;1;1;0;0;13;6;7;6;1;0;28.58;53466.33;5.34;49.5;18.2
